PERIOD,AUDITTYPE,STORECODE,DLRCODE,ITEMCODE,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE,Status,Master IC,,,
202410,1,39198296,51304010005,1729581353093,21,KANDY MAX,CLEROX,CLEROX/60/ML/WHITENING WHITE CLOTHES,60,60 ML,PLBOT,,1729581353093-kandy max-clerox#3.png,-,,,,
202410,1,131554441,22301010006,1729573289939,23,NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/PLPCH/SAVER PACK/1 ST CUP/MALTED FOOD ,770,400 GM,PLPCH,,1729573289939-nestle lanka-nestomalt#3.png,-,,,,
202410,1,52017188,13716010001,1729495747762,13,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/GM/EWRPK/LEMONGRASS,100,67 GM,EWRPK ,,1729495747762-swadeshi industrial works ltd-khomba#3.png,-,,,,
202410,1,52017188,13716010001,1729501907980,9,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE/400/GM/PLPCH/FULL CREAM MILK POWDER SAVE RS.50/-,1030,400 GM,PLPCH ,,1729501907980-pelwatte dairy industries -pvt- ltd-pelwatte#3.png,-,,,,
202410,2,118568264,51303020007,1729578281167,2,ORCHID DAIRY PRODUCTS ,TANG ,TANG/200/ML/PLCUP/ORANGE FLAVOURD ,60,200 ML ,PLCUP ,,1729578281167-orchid dairy products -tang #3.png,-,,,,
202410,2,74883764,11101020002,1729578931919,2,STASSEN FOODS LTD,FONTANA,FONTANA/1000ML/TPK/CRANBERRY FRUIT DRINK,1580,1000ML,TPK,,1729578931919-stassen foods ltd-fontana#3.png,-,,,,
202410,1,42724918,12209010004,1729314533432,19,UNILEVER SRI LANKA LTD,PONDS,PONDS SKIN INSTITUTE BRIGHT BEAUTY SERUM/15/GM/CD BOX,365,15GM,CDBOX,,1729314533432-unilever sri lanka ltd-ponds#3.png,-,,,,
202410,1,8162914,19772010001,1729579644908,39,MAXX CONSUMER PRODUCTS (PVT) LTD,CIMAXX,CIMAXX CHILD SAFE GLUE 50GM,120,50GM,PLBOT,,1729579644908-maxx consumer products -pvt- ltd-cimaxx#3.png,-,,,,
202410,1,8162914,19772010001,1729579794432,39,MAXX CONSUMER PRODUCTS (PVT) LTD,CIMAXX ,CIMAXX CHILD SAFE GLUE BATTA 30GM,60,30GM,PLBOT,,1729579794432-maxx consumer products -pvt- ltd-cimaxx #3.png,-,,,,
202410,1,73432811,61405010003,1728630833109,6,CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/85/GM/CAROL COOKIES/PLCH,100,85GM,PLCH,,1729579794432-maxx consumer products -pvt- ltd-cimaxx #3.png,-,,,,
202410,4,39320321,61401040003,1729318827857,3,JAYA FARM,JAYA FARM,JAYA FARM/ CHICKEN SAUSAGES/ 380/ GM/ PLPCH,0,380 GM,PLPCH,Delete the Item,1729318827857-jaya farm-jaya farm#3.png,-,,,,
202410,2,46481968,61401020004,1729312570375,5,CHIRAN INDUSTRIES (PVT)LTD,NANO,NANO/ BOTTLED DRINKING WATER/1000/ ML /PLBOT,130,1000 ML,PLBOT,,1729312570375-chiran industries -pvt-ltd-nano#3.png,-,,,,
202410,2,46481968,61401020004,1729312443156,5,CHIRAN INDUSTRIES (PVT)LTD,NANO,NANO/ BOTTLED DRINKING WATER/ 500/ ML /PLBOT,90,500 ML,PLBOT,,1729312443156-chiran industries -pvt-ltd-nano#3.png,-,,,,
202410,1,118491371,32301010009,1729490338004,24,WINCO LANKA FOOD PRODUCTS,WINCO,WINCO/500/GM/PLPCH /SPECIAL NOODLES ,230,200GM,PLPCH ,,1729490338004-winco lanka food products-winco#3.png,-,,,,
202410,1,70448861,17149010001,1729505630115,43,ASIAN TRADEMADE (PVT) LTD,GOLD QUEEN,GOLD QUEEN/200/GM/PLPCH/TOMATO SAUCE ,175,200 GM,PLPCH ,,1729505630115-asian trademade -pvt- ltd-gold queen#3.png,-,,,,
202410,1,86557992,13723010001,1729407440209,6,SRI NUTRIFOODS (PVT) LTD,MACLEE CHOCOLATE CREAM,MACLEE CHOCOLATECREAM/90/GM/PLPCH ,100,90GM ,PLPCH ,,1729407440209-sri nutrifoods -pvt- ltd-maclee chocolate cream#3.png,-,,,,
202410,1,86557992,13723010001,1728648561623,15,HEMAS MARKETING,DIVA FRESH,DIVA FRESH/1000/GM/PLPCH/GARDENIA & ROSE 3 IN 1 LONG LASTING FRESHNESS ,380,1000GM,PLPCH ,,1729407440209-sri nutrifoods -pvt- ltd-maclee chocolate cream#3.png,-,,,,
202410,1,86557992,13723010001,1728627484897,6,CEYLON BISCUITS LIMITED,MUNCHEE CAROL COOKIES,MUNCHEE CAROL COOKIES/85/GM/PLPCH,100,85GM,PLPCH ,,1729407440209-sri nutrifoods -pvt- ltd-maclee chocolate cream#3.png,-,,,,
202410,1,86557992,13723010001,1729247745780,23,NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/CDB/1ST CUP MALTED FOOD/FREE/MAGGI/75/GM/PLPCH/PAPARE KOTTU PACK,780,400GM ,CDB,,1729407440209-sri nutrifoods -pvt- ltd-maclee chocolate cream#3.png,-,,,,
202410,1,86557992,13723010001,1728640665538,13,SIDDHALEPA AYURVEDA EXPORTS,KEKULU,"KEKULU/70/GM/CDB/KING COCONUT OIL, SANDALWOOD, AROODA, JASMINE, KOKUM POTHU/SAVE RS.15/=",130,70GM ,CDB,,1729407440209-sri nutrifoods -pvt- ltd-maclee chocolate cream#3.png,-,,,,
202410,1,86557992,13723010001,1729418144465,13,UNILEVER SRI LANKA LTD,LEVER AYUSH,"LEVER AYUSH/70/GM/CDB/KOHOMBA, PANCHAVALKADI TAILAM & MINT PURIFYING WELLNESS FOR SKIN PROTECTION ",125,70GM ,CDB,,1729418144465-unilever sri lanka ltd-lever ayush#3.png,-,,,,
202410,1,86557992,13723010001,1729418275583,13,UNILEVER SRI LANKA LTD,LEVER AYUSH,"LEVER AYUSH/70/GM/CDB/SANDALWOOD, KUMKUMADI TAILAM & SAFFRON GLOWING RADIANCE ",125,70GM ,CDB,,1729418275583-unilever sri lanka ltd-lever ayush#3.png,-,,,,
202410,1,131557199,71404010008,1729234379175,28,GAMI RASAFOOD PRODUCTS PVT LTD,GAMI RAHASA,GAMI RAHASA/50/GM/PLPCH/TURMERIC POWDER ,250,50GM,PLPCH,,1729234379175-gami rasafood products pvt ltd-gami rahasa#3.png,-,,,,
202410,1,131557199,71404010008,1728884304369,6,CEYLON BISCUITS LIMITED,MUNCHEE CAROL COOKIES,MUNCHEE/85/GM/PLPCH/CAROL COOKIES,100,85GM,PLPCH,,1729234379175-gami rasafood products pvt ltd-gami rahasa#3.png,-,,,,
202410,1,130458084,14029010001,1729484880157,27,UNILEVER SRI LANKA LTD,AYUSH,AYUSH /70/G /CDBOX/ TOTAL ORAL CARE,220,70/G,CDBOX ,,1729484880157-unilever sri lanka ltd-ayush#3.png,-,,,,
202410,1,130458084,14029010001,1729487235897,19,UNILEVER SRI LANKA LTD,VASELINE INTENSIVE CARE,VASELINE /100/ML/PLBOT/ALOE FRESH /SERUM IN LOTION,425,100/ML,PLBOT ,,1729487235897-unilever sri lanka ltd-vaseline intensive care#3.png,-,,,,
202410,1,116421077,21279010001,1729486633108,28,AJ FOODS (PVT) LTD,AJ,AJ/25/GM/TURMERIC POWDER/PLPCH ,100,25GM ,PLPCH,,1729486633108-aj foods -pvt- ltd-aj#3.png,-,,,,
202410,2,110007877,82301020002,1729490900461,2,CEYLON BEVRAGE INTERNATIONAL PVT LTD,SUN CRUSH IMPERIAL,SUN CRUSH/250/ML/CAN/IMPERIAL CLUB SODA,120,250ML,CAN,,1729490900461-ceylon bevrage international pvt ltd-sun crush imperial#3.png,-,,,,
202410,1,110007877,82301010001,1729490095798,21,RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500 ML/PLBOT/POWER PLUS 10X ADVANCED ORIGINAL ,399,500 ML,PLBOT,,1729490095798-reckitt benckiser -lanka- ltd-harpic#3.png,-,,,,
202410,1,110007877,82301010001,1729490542629,6,MAAM BISCUITS LANKA (PVT) LTD,MAAM.,MAAM/45/G/PLPCH/MILKY BISCUITS,50,45G,PLPCH,,1729490542629-maam biscuits lanka -pvt- ltd-maam-#3.png,-,,,,
202410,1,45887874,13401010005,1728469600196,45,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI\25\G\PLPCH\REAL COCONUT  MILK POWDER ,90,25G,PLPCH ,New Category,1729490542629-maam biscuits lanka -pvt- ltd-maam-#3.png,-,,,,
202410,1,8168258,81302010001,1729400317103,29,UNILEVER LANKA CONSUMER LIMITED ,COMFORT,COMFORT/850/ML/PLBOT/DESIRE PERFUME DELUXE FABRIC CONDITIONER ,1490,850ML,PLBOT ,,1729400317103-unilever lanka consumer limited -comfort#3.png,-,,,,
202410,1,8168258,81302010001,1729408648395,13,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/KOHOMBA AYURVEDA SOAP ,220,75GM,CDBOX ,,1729408648395-sanjeewaka ayurvedic products-chandanalepa#3.png,-,,,,
202410,1,8168258,81302010001,1729407623381,13,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/VENIVEL AYURVEDA SOAP ,220,75GM,CDBOX ,,1729407623381-sanjeewaka ayurvedic products-chandanalepa#3.png,-,,,,
202410,1,8168258,81302010001,1729493630803,14,SMITHKLINE BEECHAM ,SENSODYNE ,SENSODYNE/1/NO/SOFT SENSITIVE BRUSH/SAVE RS  95,195,1 NO,,,1729493630803-smithkline beecham -sensodyne #3.png,-,,,,
202410,2,131555132,14321020004,1729487875314,5,TSPL TECHNOLOGY PVT LTD,REAL,REAL/1500/ML/PBT/BOTTLE DRINKING WATER /TSPL TECHNOLOGY PVT LTD,160,1500ML,PBT,,1729487875314-tspl technology pvt ltd-real#3.png,-,,,,
202410,1,134836367,21090010001,1729490869289,16,DAYLIGHT DK,DAYLIGHT,DAYLIGHT/110/GM/EWRPK/PURE LEMON FRESH LAUNDRY SOAP/DAYLIGHT DK,100,110 GM,EWRPK ,,1729490869289-daylight dk-daylight#3.png,-,,,,
202410,1,116419883,15742010002,1729499348979,13,UNILEVER SRI LANKA LTD,AYUSH,AYUSH / 70 / GM / CDBOX/ PURIFYING WELLNESS / FOR SKIN PROTECTION / WITH KOHOMBA PANCHAVALKADI TAILAM AND MINT,125,70 GM,CDBOX,,1729499348979-unilever sri lanka ltd-ayush#3.png,-,,,,
202410,1,116419883,15742010002,1729499876354,13,UNILEVER SRI LANKA LTD,AYUSH,AYUSH / 70 / GM / CDBOX/ GLOWING RADIANCE / FOR GLOWING RADIANT SKIN / WITH SANDALWOOD KUMKUMADI TAILAM AND SAFFRON,125,70 GM,CDBOX ,,1729499876354-unilever sri lanka ltd-ayush#3.png,-,,,,
202410,1,86742750,20285010001,1729484792447,19,UNILEVER SRI LANKA LTD,VASELINE ,VASELINE /100ML/PBT/NIACINAMIDE/HEALTHY BRIGHT/SAVE95/-,375,100ML,PBT,,1729484792447-unilever sri lanka ltd-vaseline #3.png,-,,,,
202410,1,86742750,20285010001,1729497086803,30,ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT/18.5ML/POKET BOX/FRESH EXTREM/,250,18.5ML,POCET,,1729497086803-icl marketing-black knight#3.png,-,,,,
202410,1,86742750,20285010001,1728373107661,16,UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,170,110G*2,POCH ,,1729497086803-icl marketing-black knight#3.png,-,,,,
202410,1,86742750,20285010001,1729489869488,39,SAMMANA STATIONER (PVT) LTD,SAMMANEE ,SAMMANEE/40G/TUB/GLUE BINDER/,80,40G,TUB,,1729489869488-sammana stationer -pvt- ltd-sammanee #3.png,-,,,,
202410,1,8159088,17801010002,1729496258119,23,NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/MALTED FOOD/PLBOX,780,400GM,PLBOX,,1729496258119-nestle lanka-nestomalt#3.png,-,,,,
202410,2,35804988,12208020005,1729483355546,5,MIHIKATHA LANKA NATURALS (PVT) LTD,BULUWALA SPRING,BULUWALA SPRING/5/L/PLBT/BOTTLED DRINKING WATER,400,5L,PLBT,Invoices not available,1729483355546-mihikatha lanka naturals -pvt- ltd-buluwala spring#3.png,-,,,,
202410,1,35804988,12208010006,1729490093538,12,TREE COMMODITIES,STRONG KAHATA,STRONG KAHATA/100/GM/PLPCH/TREE TEA CEYLON,160,100GM,PLPCH,Invoices not available,1729490093538-tree commodities-strong kahata#3.png,-,,,,
202410,1,35804988,12208010006,1729490290706,12,TREE COMMODITIES,STRONG KAHATA,STRONG KAHATA/50/GM/PLPCH,80,50GM,PLPCH,Invoices not available,1729490290706-tree commodities-strong kahata#3.png,-,,,,
202410,1,35804988,12208010006,1729484569361,15,UNILEVER SRI LANKA LTD,RIN,RIN/200/GM/PLPCH/REFRESH LEMON & ROSE DETERGENT POWDER,80,200GM,PLPCH,,1729484569361-unilever sri lanka ltd-rin#3.png,-,,,,
202410,1,35804988,12208010006,1729485250497,13,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/GM/EWRPK/LEMONGRASS FOR A PLAYFUL CITRUSY SENSATION,100,67GM,EWRPK,,1729485250497-swadeshi industrial works ltd-khomba#3.png,-,,,,
202410,1,35804988,12208010006,1729487726108,23,NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/CD BOX/MALTED FOOD+FREE MAGGI/75/GM/PLPCH/PAPARE KOTTU STYLE INSTANT NOODLES,780,400GM,CD BOX,,1729487726108-nestle lanka-nestomalt#3.png,-,,,,
202410,1,8153047,13664010011,1729491693872,39,IMPORTED,LEE,LEE/HB SUN FLOWER YELLOW PENCILS,30,1 NU,,,1729491693872-imported-lee#3.png,-,,,,
202410,2,131552610,11101020110,1729489245972,5,BLUETWO PVT LTD,NEW MUHAMADHIYA HOTEL,NEW MUHAMADHIYA HOTEL/500ML/PLBOT/BOTTLED DRINKING WATER,100,500ML,PLBOT,,1729489245972-bluetwo pvt ltd-new muhamadhiya hotel#3.png,-,,,,
202410,2,131552610,11101020110,1729489108843,5,BLUETWO PVT LTD,NEW MUHAMADHIYA HOTEL,NEW MUHAMADHIYA HOTEL/1000ML/PLBOT/BOTTLED DRINKING WATER,150,1000ML,PLBOT,,1729489108843-bluetwo pvt ltd-new muhamadhiya hotel#3.png,-,,,,
202410,1,10664040,62301010007,1729485425959,16,UNILEVER SRI LANKA LTD,REXONA,REXONA/CD BOX/80GM/KOHOMA AND TURMERICK,0,80GM,CD BOX,Delete the Item,1729485425959-unilever sri lanka ltd-rexona#3.png,-,,,,
202410,1,10664040,62301010007,1729485280774,16,UNILEVER SRI LANKA LTD,REXONA,REXONA/CD BOX/80GM WITH JASMINE AND OLIVE OIL,0,80GM,CD BOX,,1729485280774-unilever sri lanka ltd-rexona#3.png,-,,,,
202410,1,101928345,10950010003,1729227610424,28,JEEWAKA FOOD (PVT) LTD,JEEWAKA,JEEWAKA GAMBOGE (GORAKA) PASTE 250 GM,220,250 GM,PLCUP,,1729227610424-jeewaka food -pvt- ltd-jeewaka#3.png,-,,,,
202410,1,132916189,14074010001,1729321549457,13,UNILEVER SRI LANKA LTD,AYUSH,"AYUSH/70/G/CD BOX /PURIFYING WELLNESS/ WITH KOHOMBA,PANCHAVALKADI,TAILAM AND MINT",125,70/G,CD BOX,,1729321549457-unilever sri lanka ltd-ayush#3.png,-,,,,
202410,1,132916189,14074010001,1729321789769,13,UNILEVER SRI LANKA LTD,AYUSH,"AYUSH/70/G/CD BOX/GLOWING RADIANCE/WITH SANDALWOOD,KUMKUMADI,TAILAM AND SAFFRON",125,70/G,CD BOX,,1729321789769-unilever sri lanka ltd-ayush#3.png,-,,,,
202410,2,8153429,13732020003,1729326445934,2,CEYLON DAIRY LAND AGRO (PVT) LTD.,PURELAND,PURELAND/250/ML/RGB/CHOCOLATE FLAVOURED ,200,250ML ,RGB,,1729326445934-ceylon dairy land agro -pvt- ltd--pureland#3.png,-,,,,
202410,1,251177,52401010012,1729235847026,19,UNILEVER SRI LANKA LTD,VASELINE,VASELINE/100/ML/PBT/NO-1/ HEALTHY BRIGHT SPF 30 SUN PROTEET,990,100ML,PBT,,1729235847026-unilever sri lanka ltd-vaseline#3.png,-,,,,
202410,1,251177,52401010012,1729314181078,30,NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY/ 100/ML/CD BOX/FLORAL BABY COLOGN ,570,100ML ,CD BOX,,1729314181078-nature-s beauty creations ltd-panda baby#3.png,-,,,,
202410,1,251177,52401010012,1729244705534,26,UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY/175/ML/PBT/NO-1/STRONG & LONG MILK PROTEIN MULTIVITAMIN  HEALTH SHAMPOO SAVE 50/-,470,175ML ,PBT,,1729244705534-unilever sri lanka ltd-lifebuoy#3.png,-,,,,
202410,1,251177,52401010012,1729229033763,19,HEMAS MARKETING,VELVET ,VELVET /200/ML/PBT/NO-1/GLOW PERFECT SHEA BUTTER & SAFFRON EXTRACT,750,200KL,PBT,,1729229033763-hemas marketing-velvet #3.png,-,,,,
202410,1,251177,52401010012,1729323526893,13,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/G/CD BOX/VENIVEL AYURUVEDA SOAP,220,75G ,CD BOX,,1729323526893-sanjeewaka ayurvedic products-chandanalepa#3.png,-,,,,
202410,1,251177,52401010012,1729323693978,13,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/G/CD BOX/NO-1/KHOMBA AYURVEDA SOAP,220,75G ,CD BOX,,1729323693978-sanjeewaka ayurvedic products-chandanalepa#3.png,-,,,,
202410,1,251177,52401010012,1729247653502,19,MUCRO PHARMACEUTICALS,MUCRO,MUCRO/90/G/CD BOX/NO-1/NORASH CREAM ALMOND OIL,580,90G,CD BOX,,1729247653502-mucro pharmaceuticals-mucro#3.png,-,,,,
202410,1,251177,52401010012,1729243634856,26,UNILEVER SRI LANKA LTD,LIFEBUOY ,LIFEBUOY/80/ML/PBT/NO-1/STRONG & LONG MILK PROTEIN & HERBAL EXTRACTS ,340,80ML,PBT,,1729243634856-unilever sri lanka ltd-lifebuoy #3.png,-,,,,
202410,1,42948191,62401010002,1729324152690,28,THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA PEPPER POWDER ,0,100GM,PLPCH,Delete the Item,1729324152690-the ceylon spice house holdings -pvt--mihikatha #3.png,-,,,,
202410,1,42948191,62401010002,1729324047058,28,THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA ROASTED CHILLI POWDER 50GM,130,50GM,PLPCH,,1729324047058-the ceylon spice house holdings -pvt--mihikatha #3.png,-,,,,
202410,1,42948191,62401010002,1729324177703,28,THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA PEPPER POWDER 100GM,440,100GM,PLPCH,,1729324177703-the ceylon spice house holdings -pvt--mihikatha #3.png,-,,,,
202410,1,42948191,62401010002,1729323655354,28,THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA CHILLI PIECES 50GM,75,50GM,PLPCH,,1729323655354-the ceylon spice house holdings -pvt--mihikatha #3.png,-,,,,
202410,1,42948191,62401010002,1729323807853,28,THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA CHILLI PIECES 250GM,375,250GM,PLPCH,,1729323807853-the ceylon spice house holdings -pvt--mihikatha #3.png,-,,,,
202410,1,42948191,62401010002,1729323411859,28,THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA,MIHIKATHA ROASTED CURRY POWER 50GM,95,50GM,PLPCH,,1729323411859-the ceylon spice house holdings -pvt--mihikatha#3.png,-,,,,
202410,1,42948191,62401010002,1729323535176,28,THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA CURRY POWDER 100GM,170,100GM,PLPCH,,1729323535176-the ceylon spice house holdings -pvt--mihikatha #3.png,-,,,,
202410,1,42948191,62401010002,1729324319377,28,THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA PEPPER POWDER 50GM,220,50GM,PLPCH,,1729324319377-the ceylon spice house holdings -pvt--mihikatha #3.png,-,,,,
202410,1,42948191,62401010002,1729324563243,28,THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA,MIHIKATHA PEPPER POWDER 25GM,110,25GM,PLPCH,,1729324563243-the ceylon spice house holdings -pvt--mihikatha#3.png,-,,,,
202410,1,43125358,11101010060,1729245137175,14,SMITHLINE BEECHAM PVT LTD,SENSODYNE,SENSODYNE/1N/SENSITIVE SOFT,195,1NO,CD COVER,,1729245137175-smithline beecham pvt ltd-sensodyne#3.png,-,,,,
202410,1,43125358,11101010060,1729229095328,12,SUNSHINE COUNSUMER LANKA LTD,ZESTA,ZESTA/180G/CDBOX/PREMIUM BOFF 100 TEA BAGS,1300,180G,CDBOX,,1729229095328-sunshine counsumer lanka ltd-zesta#3.png,-,,,,
202410,1,36090393,51101010001,1729224566864,45,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/G/PLUPCH/REAL COCONUT MILK POWDER,90,25G,PLUPCH,,1729224566864-nestle lanka-maggi coconut milk powder#3.png,-,,,,
202410,2,61005931,10227020002,1729312547834,2,CEYLON BEVERAGES (PVT) LTD,SPINNER,SPINNER/250/ML/CAN/FORMULATED CAFFEINATED DRINK,350,250ML,CAN,Invoices not available,1729312547834-ceylon beverages -pvt- ltd-spinner#3.png,-,,,,
202410,1,8168386,81302010002,1729226819347,10,KITCHI HOLDING LANKA PVT LTD,KITCHI,KITCHI/70/GM/PLPCH/SOYA MEAT POLOS FLAVOURED ,100,70 GM,PLPCH ,,1729226819347-kitchi holding lanka pvt ltd-kitchi#3.png,-,,,,
202410,1,131553844,12531010001,1729229216434,28,SAMPATH PROTECTS,SAMPATH ,SAMPATH/100/G/PLCUP/GAMBOGE CREAM,80,100G,PLCUP,,1729229216434-sampath protects-sampath #3.png,-,,,,
202410,1,131553844,12531010001,1729232245159,6,MIC MAC CEYLON CONFECTIONERY,MIC MAC STRAWBERRY CREAM,MICMAC/90/G/PLPCH/STRAWBERRY CREAM BISCUITS,100,90G,PLPCH,,1729232245159-mic mac ceylon confectionery-mic mac strawberry cream#3.png,-,,,,
202410,1,131553844,12531010001,1728457433172,13,SIDDHALEPA AYURVEDA EXPORTS,KEKULU,KEKULU/70/G/CDBOX/THAMBILI THEL.WHITE SANDAL .AROODA.SAMAN PICHCHA.KOKUM POTHU/15-SAVE,130,70G,CDBOX ,,1729232245159-mic mac ceylon confectionery-mic mac strawberry cream#3.png,-,,,,
202410,1,8146734,11107010025,1729248170848,30,IMPORTED,EMERALD,EMERALD/50ML/BOTTLE/EUPHORIA PERFUME,2990,50ML,BOTTLE ,,1729248170848-imported-emerald#3.png,-,,,,
202410,1,79623321,21093010001,1729230954533,13,UNILEVER SRI LANKA LTD,LUX ,LUX/70 /GM/EWRPK/SOFT GLOW  & VITAMIN C + E/+ SAVE RS 15/UNILEVER SRI LANKA LTD,110,70,EWRPK ,,1729230954533-unilever sri lanka ltd-lux #3.png,-,,,,
202410,1,79623321,21093010001,1729229859717,28,COLOMBO COMMODITIES,MIRICH,MIRICH/1000/GM/PLPCH/CHILLI POWDER/COLOMBO COMMODITIES,1200,1000 GM,PLPCH ,,1729229859717-colombo commodities-mirich#3.png,-,,,,
202410,1,131554164,13426010001,1729076354926,6,CEYLON BISCUITS LIMITED,MUNCHEE ,MUNCHEE/200/G/PLPCH/CHOCOLATE MARIE,220,200G,PLPCH,,1729076354926-ceylon biscuits limited-munchee #3.png,-,,,,
202410,1,131554164,13426010001,1728973363043,33,GODREJ HOUSEHOLD PRODUCTS (PVT) LTD,ABHA,ABHA/21/G/PLPCH/ 5 MINUTE HAIR COLOUR LIQUID 9  GOODNESS OF HERBS FREE PARASHUTE NELLI COCONUT OIL,260,21G,PLPCH,,1729076354926-ceylon biscuits limited-munchee #3.png,-,,,,
202410,1,111680887,21301010002,1729229908270,45,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER/25GM/PLPCH,90,25 GM,PLPCH,,1729229908270-nestle lanka-maggi coconut milk powder#3.png,-,,,,
202410,1,118491110,12915010001,1729229675953,9,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE\400\G\POUCH\FULL CREAM MILK POWDER  +SAVE R.S 50,1030,400G,POUCH ,,1729229675953-pelwatte dairy industries -pvt- ltd-pelwatte#3.png,-,,,,
202410,1,118491110,12915010001,1729228154962,28,SHINE FOOD PRODUCTS ,SHINE,SHINE\1\KG\CHILLI PIECES \SHINE FOOD PRODUCTS ,1400,1KG,POUCH ,,1729228154962-shine food products -shine#3.png,-,,,,
202410,1,118491110,12915010001,1729228038739,28,SHINE FOOD PRODUCTS ,SHINE,SHINE\1\KG\POUCH \CHILLI POWDER ,1400,1KG,POUCH ,,1729228038739-shine food products -shine#3.png,-,,,,
202410,1,118491110,12915010001,1729225898936,13,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA\67\G\EWRPK \LEMONGRASS ,100,67G,EWRPK ,,1729225898936-swadeshi industrial works ltd-khomba#3.png,-,,,,
202410,1,118491110,12915010001,1729226424315,16,UNILEVER SRI LANKA LTD,WONDERLIGHT,WONDERLIGHT \220\G\EWRPK\LEMON LAUNDRY BAR,170,220G,EWRPK ,,1729226424315-unilever sri lanka ltd-wonderlight#3.png,-,,,,
202410,1,120547453,11673010001,1729059993439,16,UNILEVER SRI LANKA LTD,SACHILIGHT,SUNLIGHT/110/GM/PL POU/REAL LEMON+3+ FTEE SUNLIGHT/110/GM/PL POU/LAVENDER,420,110GM?3+110GM,PL POU,,1729226424315-unilever sri lanka ltd-wonderlight#3.png,-,,,,
202410,1,130401931,14350010002,1729232687020,21,LELAN MARKETING,SHINE MAX,SHINE MAX/1/L/PBT/PINOL,420,1L,PBT,,1729232687020-lelan marketing-shine max#3.png,-,,,,
202410,1,130401931,14350010002,1729232894435,21,LELAN MARKETING,SHINE MAX CLOREX,SHINE MAX/500/ML/PBT/CLOREX ,320,500ML,PBT,,1729232894435-lelan marketing-shine max clorex#3.png,-,,,,
202410,1,130401931,14350010002,1729232779061,21,LELAN MARKETING,SHINE MAX,SHINE MAX /500/ML/PBT/WIN DISH WASH LIQUID LIME ,380,500ML,PBT,,1729232779061-lelan marketing-shine max#3.png,-,,,,
202410,1,118266045,20271010002,1728373107661,16,UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,170,110G*2,POCH ,,1729232779061-lelan marketing-shine max#3.png,-,,,,
202410,1,118266045,20271010002,1729058714618,11,USWATTE CONFECTIONERY,USWATTE ,USWATTE /1.1G/PBT/DIN FRIT JELLES,5,1.1G,PBT,,1729232779061-lelan marketing-shine max#3.png,-,,,,
202410,1,17905298,20371010001,1729233888699,43,RIO FOOD & BEVERAGE ,RIO,RIO/20G/PET/TOMATO SAUCE ,280,200G,PET,,1729233888699-rio food - beverage -rio#3.png,-,,,,
202410,1,17905298,20371010001,1729232279551,30,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA ,KHOMBA /30ML/CD BOX/MILD WITH RATHMAL ROSE WATER,225,30ML,CD BOX,,1729232279551-swadeshi industrial works ltd-khomba #3.png,-,,,,
